Circuit,Substation,Circuit Voltage (kV),Updated Date,Summer Load Capacity,Peak Load,Substation/Bank Rating (MW),NOTES
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R29,WOODROW,13,3/30/2026,3.2322,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
221,FRESH KILLS,4,3/30/2026,0.142332792,173,283,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R16,WOODROW,13,3/30/2026,3.0932,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R17,WOODROW,13,3/30/2026,0.5192,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
1R16,FRESH KILLS,13,3/30/2026,0,173,283,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R24,WOODROW,13,3/30/2026,1.3302,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
1R16,FRESH KILLS,13,3/30/2026,0,173,283,This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R26,WOODROW,13,3/30/2026,3.1632,103,196,NONE
5R19,WOODROW,13,3/30/2026,1.7252,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
5R27,WOODROW,13,3/30/2026,3.7202,103,196,Due to DER projects exceeding the minimum loads in this Con Edison distribution region transmission and substation level studies may be required to review the impact at the station level and cost associated with station upgrades. These costs may be delivered post CESIR as the CESIR may only cover the distribution portion of the interconnection requirements. This substation may require a Qualifying Substation Upgrade for interconnection subject to Cost Sharing 2.0 requirements within the SIR. Please contact dgexpert@coned.com with any questions.
